,ArticleTitle,Question,Answer,DifficultyFromQuestioner,DifficultyFromAnswerer,ArticleFile
21,abraham_lincoln,did lincoln start his political career in 1832  ?,yes,easy,easy,S08_set3_a4
22,abraham_lincoln,did lincoln ever represent alton  sangamon railroad  ?,yes,easy,easy,S08_set3_a4
23,abraham_lincoln,did lincoln ever represent alton  sangamon railroad  ?,yes,easy,easy,S08_set3_a4
24,abraham_lincoln,which county was lincoln born in  ?,hardin county,medium,medium,S08_set3_a4
25,abraham_lincoln,which county was lincoln born in  ?,southeast hardin county kentucky,medium,medium,S08_set3_a4
26,abraham_lincoln,when did lincoln first serve as president  ?,march 4 1861,medium,hard,S08_set3_a4
27,abraham_lincoln,when did lincoln first serve as president  ?,march 4 1861,medium,medium,S08_set3_a4
28,abraham_lincoln,who assassinated lincoln  ?,john wilkes booth,medium,hard,S08_set3_a4
29,abraham_lincoln,who assassinated lincoln  ?,john wilkes booth,medium,hard,S08_set3_a4
30,abraham_lincoln,did lincoln win the election of 1860  ?,yes,hard,hard,S08_set3_a4
31,abraham_lincoln,did lincoln win the election of 1860  ?,yes,hard,too hard,S08_set3_a4
32,abraham_lincoln,who was the general in charge at the battle of antietam  ?,general mcclellan,hard,medium,S08_set3_a4
33,abraham_lincoln,who was the general in charge at the battle of antietam  ?,john alexander mcclernand,hard,medium,S08_set3_a4
34,abraham_lincoln,why did lincoln issue the emancipation proclamation  ?,to free slaves,hard,hard,S08_set3_a4
35,abraham_lincoln,why did lincoln issue the emancipation proclamation  ?,the goal was to weaken the rebellion which was led and controlled by slave owners,hard,hard,S08_set3_a4
37,abraham_lincoln,do scholars rank lincoln among the top three presidents  ?,yes,easy,easy,S08_set3_a4
39,abraham_lincoln,did lincoln have 18 months of schooling  ?,yes,easy,easy,S08_set3_a4
41,abraham_lincoln,was lincoln chosen as a presidential candidate in 1860  ?,yes,easy,easy,S08_set3_a4
43,abraham_lincoln,how old was lincoln in 1816  ?,seven,medium,medium,S08_set3_a4
45,abraham_lincoln,when was the first photgraph of lincoln taken  ?,1846,medium,medium,S08_set3_a4
47,abraham_lincoln,how long was lincolns legal career  ?,23 years,medium,medium,S08_set3_a4
49,abraham_lincoln,what trail did lincoln use a farmers almanac in  ?,he defended william duff armstrong,hard,hard,S08_set3_a4
51,abraham_lincoln,did abraham lincoln live in the frontier  ?,yes,hard,medium,S08_set3_a4
53,abraham_lincoln,did lincolns wifes family support slavery  ?,yes,hard,medium,S08_set3_a4
156,beetle,are beetles insects  ?,yes,easy,easy,S08_set1_a8
157,beetle,are beetles insects  ?,yes,easy,easy,S08_set1_a8
158,beetle,can beetles be found in polar regions  ?,no,easy,hard,S08_set1_a8
159,beetle,can beetles be found in polar regions  ?,no,easy,easy,S08_set1_a8
160,beetle,do beetles antennae function primarily as organs of smell  ?,yes,easy,easy,S08_set1_a8
161,beetle,do beetles antennae function primarily as organs of smell  ?,yes,easy,easy,S08_set1_a8
162,beetle,what are the three sections of a beetle  ?,the head the thorax and the abdomen,medium,medium,S08_set1_a8
163,beetle,what are the three sections of a beetle  ?,the head the thorax and the abdomen,medium,medium,S08_set1_a8
164,beetle,which defense mechanism uses colour or shape to deceive potential enemies  ?,mimicry,medium,easy,S08_set1_a8
165,beetle,which defense mechanism uses colour or shape to deceive potential enemies  ?,mimicry,medium,medium,S08_set1_a8
166,beetle,which type of beetle is a pest of potato plants  ?,colorado potato beetle,medium,easy,S08_set1_a8
167,beetle,which type of beetle is a pest of potato plants  ?,colorado potato beetle,medium,medium,S08_set1_a8
168,beetle,how can beetle larvae be differentiated from other insect larvae  ?,their hardened often darkened head the presence of chewing mouthparts and spiracles along the sides of the body,hard,medium,S08_set1_a8
169,beetle,how can beetle larvae be differentiated from other insect larvae  ?,by their hardened often darkened head the presence of chewing mouthparts and spiracles along the sides of the body,hard,medium,S08_set1_a8
170,beetle,what do beetles eat  ?,some are generalists eating both plants and animals other beetles are highly specialised in their diet,hard,hard,S08_set1_a8
171,beetle,what do beetles eat  ?,they often feed on plants and fungi break down animal and plant debris and eat other invertebrates,hard,hard,S08_set1_a8
172,beetle,what are the similarities between beetles and grasshoppers  ?,mouthparts,hard,medium,S08_set1_a8
173,beetle,what are the similarities between beetles and grasshoppers  ?,beetles have mouthparts similar to those of grasshoppers,hard,hard,S08_set1_a8
174,beetle,are certain species of beetles considered pests  ?,yes,easy,easy,S08_set1_a8
175,beetle,are certain species of beetles considered pests  ?,yes,easy,easy,S08_set1_a8
176,beetle,is a beetles general anatomy uniform  ?,yes,easy,medium,S08_set1_a8
177,beetle,is a beetles general anatomy uniform  ?,yes,easy,easy,S08_set1_a8
178,beetle,are beetles endopterygotes  ?,yes,easy,easy,S08_set1_a8
179,beetle,are beetles endopterygotes  ?,yes,easy,easy,S08_set1_a8
180,beetle,how many species of beetles are there  ?,350000,medium,medium,S08_set1_a8
181,beetle,how many species of beetles are there  ?,about 350000,medium,medium,S08_set1_a8
182,beetle,when are sperm cells transferred to the female  ?,during pairing,medium,hard,S08_set1_a8
183,beetle,when are sperm cells transferred to the female  ?,during pairing,medium,medium,S08_set1_a8
184,beetle,what is the study of beetles called  ?,coleopterology,medium,medium,S08_set1_a8
185,beetle,what is the study of beetles called  ?,coleopterology,medium,medium,S08_set1_a8
186,beetle,is it possible that there are more than 350000 species of beetles  ?,yes,hard,hard,S08_set1_a8
187,beetle,is it possible that there are more than 350000 species of beetles  ?,yes,hard,hard,S08_set1_a8
188,beetle,is the adephaga suborder larger than the polyphaga suborder  ?,no,hard,hard,S08_set1_a8
189,beetle,is the adephaga suborder larger than the polyphaga suborder  ?,yes,hard,hard,S08_set1_a8
190,beetle,do carrion beetles eat dung  ?,no,hard,medium,S08_set1_a8
191,beetle,do carrion beetles eat dung  ?,no,hard,hard,S08_set1_a8
204,calvin_coolidge,was calvin coolidge the twentyninth vice president  ?,no,easy,easy,S08_set3_a9
205,calvin_coolidge,was calvin coolidge the twentyninth vice president  ?,yes,easy,easy,S08_set3_a9
206,calvin_coolidge,was calvin coolidge born in plymouth windsor county vermont  ?,yes,easy,easy,S08_set3_a9
207,calvin_coolidge,was calvin coolidge born in plymouth windsor county vermont  ?,yes,easy,easy,S08_set3_a9
208,calvin_coolidge,did coolidge graduate from black river academy  ?,yes,easy,easy,S08_set3_a9
209,calvin_coolidge,did coolidge graduate from black river academy  ?,yes,easy,easy,S08_set3_a9
210,calvin_coolidge,when did he drop john from his name  ?,upon graduating from college,medium,medium,S08_set3_a9
211,calvin_coolidge,when did he drop john from his name  ?,upon graduating from college,medium,medium,S08_set3_a9
212,calvin_coolidge,when did coolidge meet and marry grace anna goodhue  ?,1905,medium,medium,S08_set3_a9
213,calvin_coolidge,when did coolidge meet and marry grace anna goodhue  ?,in 1905,medium,medium,S08_set3_a9
214,calvin_coolidge,what period of rapid economic growth did the united states experience during coolidges presidency  ?,the roaring twenties,medium,medium,S08_set3_a9
215,calvin_coolidge,what period of rapid economic growth did the united states experience during coolidges presidency  ?,the roaring twenties,medium,medium,S08_set3_a9
216,calvin_coolidge,what did coolidge do after graduating from amherst  ?,coolidge moved to northampton massachus08_setts,hard,medium,S08_set3_a9
217,calvin_coolidge,what did coolidge do after graduating from amherst  ?,coolidge moved to northampton massachus08_setts to take up the practice of law,hard,medium,S08_set3_a9
218,calvin_coolidge,of what state was coolidge governor  ?,massachus08_setts,hard,medium,S08_set3_a9
219,calvin_coolidge,who appointed harlan fiske stone to the supreme court  ?,coolidge,hard,medium,S08_set3_a9
220,calvin_coolidge,who appointed harlan fiske stone to the supreme court  ?,coolidge,hard,hard,S08_set3_a9
221,calvin_coolidge,was coolidge the thirteenth president of the united states  ?,no,easy,easy,S08_set3_a9
222,calvin_coolidge,was coolidge the thirteenth president of the united states  ?,yes,easy,easy,S08_set3_a9
223,calvin_coolidge,was calvin coolidge republican  ?,yes,easy,easy,S08_set3_a9
224,calvin_coolidge,was calvin coolidge republican  ?,yes,easy,easy,S08_set3_a9
225,calvin_coolidge,was calvin coolidge a governor of massachus08_setts  ?,yes,easy,medium,S08_set3_a9
226,calvin_coolidge,was calvin coolidge a governor of massachus08_setts  ?,yes,easy,medium,S08_set3_a9
227,calvin_coolidge,when was coolidge born  ?,july 4 1872,medium,medium,S08_set3_a9
228,calvin_coolidge,when was coolidge born  ?,plymouth windsor county vermont,medium,easy,S08_set3_a9
229,calvin_coolidge,where did coolidges grandfather had government offices  ?,plymouth,medium,medium,S08_set3_a9
230,calvin_coolidge,where did coolidges grandfather had government offices  ?,the town of plymouth notch,medium,hard,S08_set3_a9
231,calvin_coolidge,which state were coolidge born in  ?,plymouth windsor county vermont,medium,medium,S08_set3_a9
232,calvin_coolidge,which state were coolidge born in  ?,vermont,medium,medium,S08_set3_a9
233,calvin_coolidge,is calvin jr older than john coolidge  ?,no,hard,hard,S08_set3_a9
234,calvin_coolidge,is calvin jr older than john coolidge  ?,no,hard,hard,S08_set3_a9
235,calvin_coolidge,did coolidge get in amherst college  ?,yes,hard,medium,S08_set3_a9
236,calvin_coolidge,did coolidge get in amherst college  ?,yes,hard,hard,S08_set3_a9
237,calvin_coolidge,what caused calvin jrs death  ?,heart attack,hard,hard,S08_set3_a9
238,calvin_coolidge,what caused calvin jrs death  ?,heart attack,hard,easy,S08_set3_a9
239,calvin_coolidge,was john calvin coolidge jr was born in las vegas  ?,no,easy,easy,S08_set3_a9
240,calvin_coolidge,was john calvin coolidge jr was born in las vegas  ?,no,easy,easy,S08_set3_a9
241,calvin_coolidge,was coolidge opposed in the republican nomination for governor of massachus08_setts in 1918  ?,yes,easy,medium,S08_set3_a9
242,calvin_coolidge,was coolidge opposed in the republican nomination for governor of massachus08_setts in 1918  ?,no,easy,hard,S08_set3_a9
243,calvin_coolidge,did coolidge meet and marry grace anna goodhue  ?,yes,easy,easy,S08_set3_a9
244,calvin_coolidge,did coolidge meet and marry grace anna goodhue  ?,yes,easy,easy,S08_set3_a9
245,calvin_coolidge,what year did coolidge open his own law office  ?,1898,medium,medium,S08_set3_a9
246,calvin_coolidge,what year did coolidge open his own law office  ?,1898,medium,easy,S08_set3_a9
247,calvin_coolidge,what fraternity was coolidge a member of  ?,phi gamma delta,medium,medium,S08_set3_a9
248,calvin_coolidge,what fraternity was coolidge a member of  ?,phi gamma delta,medium,medium,S08_set3_a9
249,calvin_coolidge,in 1905 coolidge met and married whom  ?,grace anna goodhue,medium,medium,S08_set3_a9
250,calvin_coolidge,in 1905 coolidge met and married whom  ?,grace anna goodhue,medium,medium,S08_set3_a9
251,calvin_coolidge,why did coolidge not attend law school  ?,it was too expensive,hard,hard,S08_set3_a9
252,calvin_coolidge,why did coolidge not attend law school  ?,cost,hard,too hard,S08_set3_a9
253,calvin_coolidge,have there been other us presidents that have visited cuba  ?,no,hard,medium,S08_set3_a9
254,calvin_coolidge,have there been other us presidents that have visited cuba  ?,no,hard,medium,S08_set3_a9
255,calvin_coolidge,what years were coolidges two sons born in  ?,1906 and 1908,hard,medium,S08_set3_a9
256,calvin_coolidge,what years were coolidges two sons born in  ?,1906 and 1908,hard,medium,S08_set3_a9
281,canada,did france cede nearly all of its colonies in europe in 1763  ?,yes,easy,easy,S08_set2_a8
282,canada,did france cede nearly all of its colonies in europe in 1763  ?,yes,easy,easy,S08_set2_a8
284,canada,is canada a member of the oecd  ?,yes,easy,easy,S08_set2_a8
285,canada,is canada a member of the oecd  ?,yes,easy,easy,S08_set2_a8
287,canada,is canadas official language zulu  ?,no,easy,easy,S08_set2_a8
288,canada,is canadas official language zulu  ?,no,easy,easy,S08_set2_a8
290,canada,what is one significant nonofficial language  ?,chinese,medium,medium,S08_set2_a8
291,canada,what is one significant nonofficial language  ?,chinese,medium,medium,S08_set2_a8
293,canada,in addition to port royal where else did samuel de champlain establish a s08_settlement  ?,quebec city,medium,medium,S08_set2_a8
295,canada,what was the consitution act formerly called  ?,the british north america act,medium,hard,S08_set2_a8
296,canada,what was the consitution act formerly called  ?,british north america act,medium,medium,S08_set2_a8
298,canada,which countries established colonies in canada  ?,france and britain,hard,hard,S08_set2_a8
299,canada,which countries established colonies in canada  ?,fance and britain,hard,hard,S08_set2_a8
301,canada,how has canada helped un peacekeeping efforts  ?,during the suez crisis of 1956 lester b pearson eased tensions by proposing the inception of the united nations peacekeeping force canada has since served in 50 peacekeeping missions including every un peacekeeping effort until 1989,hard,medium,S08_set2_a8
302,canada,how has canada helped un peacekeeping efforts  ?,canada has played a leading role in un peacekeeping efforts during the suez crisis of 1956 lester b pearson eased tensions by proposing the inception of the united nations peacekeeping force canada has since served in 50 peacekeeping missions including every un peacekeeping effort until 1989,hard,hard,S08_set2_a8
304,canada,what percentage of the population dont speak english or french at home  ?,28,hard,too hard,S08_set2_a8
305,canada,what percentage of the population dont speak english or french at home  ?,15,hard,hard,S08_set2_a8
307,canada,is canada bilingual  ?,yes,easy,easy,S08_set2_a8
308,canada,is canada bilingual  ?,yes it is,easy,easy,S08_set2_a8
309,canada,did canadian soldiers win the battle of vimy ridge in 1917  ?,yes,easy,easy,S08_set2_a8
310,canada,did canadian soldiers win the battle of vimy ridge in 1917  ?,no it did not,easy,hard,S08_set2_a8
311,canada,is an official language of canada german  ?,no,easy,easy,S08_set2_a8
312,canada,is an official language of canada german  ?,no it is not,easy,easy,S08_set2_a8
313,canada,how many provinces and territories does canada have  ?,a federation now comprising ten provinces and three territories,medium,medium,S08_set2_a8
314,canada,how many provinces and territories does canada have  ?,ten provinces and three territories,medium,medium,S08_set2_a8
315,canada,what is canadas national unemployment rate  ?,while as of october 2007 canadas national unemployment rate of 59 is its lowest in 33 years provincial unemployment rates vary from a low of 36 in alberta to a high of 146 in newfoundland and labrador,medium,medium,S08_set2_a8
316,canada,what is canadas national unemployment rate  ?,in october 2007 canadas national unemployment rate is 59,medium,medium,S08_set2_a8
317,canada,where is the most densely populated part of canada  ?,the most densely populated part of the country is the quebec citywindsor corridor along the great lakes and saint lawrence river in the southeast,medium,medium,S08_set2_a8
318,canada,where is the most densely populated part of canada  ?,the most densely populated part of the country is the quebec citywindsor corridor along the great lakes and saint lawrence river in the southeast,medium,medium,S08_set2_a8
319,canada,what is the largest country in the world  ?,canada is the second largest country in the world after russia and largest on the continent,hard,medium,S08_set2_a8
320,canada,what is the largest country in the world  ?,russia,hard,hard,S08_set2_a8
321,canada,what is the largest religious group in canada  ?,according to 2001 census 771 of canadians identified as being christians of this catholics make up the largest group 436 of canadians the largest protestant denomination is the united church of canada about 165 of canadians declare no religious affiliation and the remaining 63 were affiliated with religions other than christianity of which the largest is islam numbering 19 followed by judaism 11,hard,hard,S08_set2_a8
322,canada,what is the largest religious group in canada  ?,christian,hard,hard,S08_set2_a8
323,canada,when did canada have one of the largest armed forces in the world  ?,1944,hard,hard,S08_set2_a8
324,canada,when did canada have one of the largest armed forces in the world  ?,world war ii,hard,hard,S08_set2_a8
341,duck,are ducks in the arctic northern hemisphere migratory  ?,some are,easy,medium,S08_set1_a10
342,duck,are ducks in the arctic northern hemisphere migratory  ?,yes,easy,easy,S08_set1_a10
343,duck,is a drake a male  ?,yes,easy,medium,S08_set1_a10
344,duck,is a drake a male  ?,yes,easy,easy,S08_set1_a10
345,duck,do all ducks quack  ?,no,easy,medium,S08_set1_a10
346,duck,do all ducks quack  ?,no,easy,easy,S08_set1_a10
347,duck,what is the name of a specialized species of duck adapted to catch large fish  ?,the smew,medium,medium,S08_set1_a10
348,duck,what animal attracts the most humor and silliness  ?,the duck,medium,medium,S08_set1_a10
349,duck,what animal attracts the most humor and silliness  ?,the duck,medium,medium,S08_set1_a10
350,duck,what is an economic use of a duck  ?,meat,medium,medium,S08_set1_a10
351,duck,what is an economic use of a duck  ?,being farmed for their meat,medium,medium,S08_set1_a10
352,duck,who is daffy duck  ?,a silly cartoon character,hard,hard,S08_set1_a10
353,duck,who is daffy duck  ?,a silly cartoon character,hard,medium,S08_set1_a10
354,duck,what makes it more difficult for a diving duck to fly  ?,they are heavier,hard,hard,S08_set1_a10
355,duck,what makes it more difficult for a diving duck to fly  ?,they are heavier,hard,hard,S08_set1_a10
356,duck,what are the reasons for hunting wild ducks  ?,meat eggs and feathers,hard,too hard,S08_set1_a10
357,duck,do ducks forage underwater  ?,yes,easy,easy,S08_set1_a10
358,duck,do ducks forage underwater  ?,diving ducks and sea ducks forage underwater,easy,hard,S08_set1_a10
359,duck,do all ducks quack  ?,no,easy,medium,S08_set1_a10
360,duck,do all ducks quack  ?,no,easy,easy,S08_set1_a10
361,duck,is foie gras often made from ducks  ?,yes,easy,easy,S08_set1_a10
362,duck,is foie gras often made from ducks  ?,yes,easy,easy,S08_set1_a10
363,duck,what economic uses to ducks have  ?,they are farmed for their meat eggs and feathers they are also kept and bred by aviculturists and often displayed in zoos,medium,medium,S08_set1_a10
364,duck,what economic uses to ducks have  ?,they can be farmed for meat eggs and feathers,medium,hard,S08_set1_a10
365,duck,what kind of ducks feed on land  ?,dabbling ducks,medium,easy,S08_set1_a10
366,duck,what kind of ducks feed on land  ?,dabbling ducks feed on land,medium,medium,S08_set1_a10
367,duck,what unrelated water birds are ducks sometimes confused with  ?,loons or divers grebes gallinules and coots,medium,easy,S08_set1_a10
368,duck,what unrelated water birds are ducks sometimes confused with  ?,loons or divers grebes gallinules and coots,medium,medium,S08_set1_a10
369,duck,what does the word duck mean  ?,it is the common name for a number of species in the anatidae family of birds,hard,hard,S08_set1_a10
370,duck,what does the word duck mean  ?,to bend down low as if to get under something,hard,hard,S08_set1_a10
371,duck,what are some common predators of ducks  ?,pike crocodilians herons hawks and eagles,hard,hard,S08_set1_a10
372,duck,what are some common predators of ducks  ?,pike crocodilians and other aquatic hunters,hard,hard,S08_set1_a10
373,duck,how does a mallards tongue work  ?,its tongue is a flat plate and on the tongues back end is a short liftable flap with about 18 short spikes for pushing struggling prey and other food down its throat,hard,hard,S08_set1_a10
374,duck,how does a mallards tongue work  ?,it uses short spikes to push struggling prey and other food down its throat,hard,hard,S08_set1_a10
375,duck,are diving ducks heavier tha dabbling ducks  ?,yes,easy,easy,S08_set1_a10
376,duck,are diving ducks heavier tha dabbling ducks  ?,yes,easy,easy,S08_set1_a10
377,duck,are adult ducks fast fliers  ?,yes,easy,easy,S08_set1_a10
378,duck,are adult ducks fast fliers  ?,yes,easy,easy,S08_set1_a10
379,duck,are ducks an accepted presence in some populated areas  ?,yes,easy,easy,S08_set1_a10
380,duck,are ducks an accepted presence in some populated areas  ?,yes,easy,easy,S08_set1_a10
381,duck,what types of unrelated water birds with similar forms are ducks sometimes confused with  ?,loons or divers grebes gallinules and coots,medium,medium,S08_set1_a10
382,duck,what types of unrelated water birds with similar forms are ducks sometimes confused with  ?,loons or divers grebes gallinules and coots,medium,medium,S08_set1_a10
383,duck,why are ducklings particularly vulnerable  ?,their inability to fly,medium,medium,S08_set1_a10
384,duck,why are ducklings particularly vulnerable  ?,their inability to fly makes them easy prey,medium,medium,S08_set1_a10
385,duck,what are some economic uses for duck  ?,meateggsfeathers,medium,medium,S08_set1_a10
386,duck,what are some economic uses for duck  ?,being farmed for their meat eggs feathers particularly their down,medium,medium,S08_set1_a10
387,duck,what allows a duck to filter water out of the side of their beaks and keep food inside  ?,tiny rows of plates called lamellae,hard,hard,S08_set1_a10
388,duck,what allows a duck to filter water out of the side of their beaks and keep food inside  ?,tiny rows of plates called lamellae like a whales baleen,hard,hard,S08_set1_a10
389,duck,what expression is part of a conceptual framework for testing computer systems  ?,quacks like a duck,hard,hard,S08_set1_a10
390,duck,what expression is part of a conceptual framework for testing computer systems  ?,quacks like a duck,hard,hard,S08_set1_a10
391,duck,where did the expression a sitting duck come from  ?,in many areas wild duckof various species including ducks farmed and released into the wild are hunted for food or sport by shooting or formerly by decoys,hard,hard,S08_set1_a10
392,duck,where did the expression a sitting duck come from  ?,in many areas wild ducks of various species including ducks farmed and released into the wild are hunted for food or sport by shooting or formerly by decoys,hard,hard,S08_set1_a10
393,egypt,is egypt bordered by the gaza strip  ?,yes,easy,easy,S08_set2_a6
394,egypt,is egypt bordered by the gaza strip  ?,yes,easy,medium,S08_set2_a6
395,egypt,is egypt the most populated country in africa  ?,no,easy,medium,S08_set2_a6
396,egypt,is egypt the most populated country in africa  ?,no,easy,easy,S08_set2_a6
397,egypt,does egypt have political influence in the middle east  ?,yes,easy,easy,S08_set2_a6
398,egypt,does egypt have political influence in the middle east  ?,yes,easy,medium,S08_set2_a6
399,egypt,when was the six day war  ?,1967,medium,easy,S08_set2_a6
400,egypt,when was the six day war  ?,1967,medium,medium,S08_set2_a6
401,egypt,what religions has egypt outlawed  ?,all but christianity islam and judaism,medium,hard,S08_set2_a6
402,egypt,what religions has egypt outlawed  ?,all religions and belief except islam christianity and judaism,medium,medium,S08_set2_a6
403,egypt,what is the poulation of egypt  ?,more than 78 million,medium,easy,S08_set2_a6
404,egypt,what is the poulation of egypt  ?,78 million people,medium,hard,S08_set2_a6
405,egypt,why does most of egypts population live near the nile  ?,the only arable agricultural land is found there,hard,medium,S08_set2_a6
406,egypt,why does most of egypts population live near the nile  ?,the only arable agricultural land is found there,hard,hard,S08_set2_a6
407,egypt,are there a large number of jews living in egypt today  ?,no,hard,medium,S08_set2_a6
408,egypt,are there a large number of jews living in egypt today  ?,no,hard,hard,S08_set2_a6
409,egypt,during what period was akhenaten a pharaoh  ?,the new kingdom c155087221070 bc,hard,hard,S08_set2_a6
410,egypt,during what period was akhenaten a pharaoh  ?,the new kingdom,hard,hard,S08_set2_a6
411,egypt,is egypt in asia  ?,no,easy,easy,S08_set2_a6
412,egypt,does egypt receive the least rainfall in the world  ?,yes,easy,easy,S08_set2_a6
413,egypt,does egypt receive the least rainfall in the world  ?,yes,easy,easy,S08_set2_a6
414,egypt,does egypts foreign policy operates along moderate lines  ?,yes,easy,easy,S08_set2_a6
415,egypt,does egypts foreign policy operates along moderate lines  ?,yes,easy,easy,S08_set2_a6
416,egypt,since when has egypt been a republic  ?,june 18 1953,medium,medium,S08_set2_a6
417,egypt,since when has egypt been a republic  ?,june 18 1953,medium,medium,S08_set2_a6
418,egypt,when were the great sphinx and the pyramids of giza built  ?,during the old kingdom,medium,medium,S08_set2_a6
419,egypt,when were the great sphinx and the pyramids of giza built  ?,during the old kingdom,medium,medium,S08_set2_a6
420,egypt,what countries border egypt  ?,libya sudan the gaza strip and israel,medium,hard,S08_set2_a6
421,egypt,what countries border egypt  ?,libya sudan the gaza strip and israel,medium,hard,S08_set2_a6
422,egypt,what is the estimated population of egypt  ?,more than 78 million,hard,hard,S08_set2_a6
423,egypt,what is the estimated population of egypt  ?,78 million,hard,hard,S08_set2_a6
424,egypt,does snow fall in egypt  ?,yes,hard,hard,S08_set2_a6
425,egypt,does snow fall in egypt  ?,yes,hard,hard,S08_set2_a6
426,egypt,when did organized agriculture appear in the nile valley  ?,6000 bc,hard,medium,S08_set2_a6
427,egypt,when did organized agriculture appear in the nile valley  ?,about 6000 bc,hard,medium,S08_set2_a6
428,elephant,are elephants the largest land animals alive today  ?,yes,easy,easy,S08_set1_a5
429,elephant,are elephants the largest land animals alive today  ?,yes,easy,easy,S08_set1_a5
430,elephant,can an elephant kill a rhinoceros  ?,yes,easy,hard,S08_set1_a5
431,elephant,can an elephant kill a rhinoceros  ?,yes,easy,easy,S08_set1_a5
432,elephant,are elephants good swimmers  ?,yes,easy,easy,S08_set1_a5
433,elephant,are elephants good swimmers  ?,yes,easy,easy,S08_set1_a5
434,elephant,how many living species of african elephants are there  ?,2,medium,hard,S08_set1_a5
435,elephant,how many living species of african elephants are there  ?,the african elephant genus contains two or arguably three living species,medium,medium,S08_set1_a5
436,elephant,how long may elephants live  ?,70 years,medium,medium,S08_set1_a5
437,elephant,how long may elephants live  ?,as long as 70 years sometimes longer,medium,medium,S08_set1_a5
438,elephant,why does the phrase elephants never forget have no metaphorical meaning  ?,it refers literally to elephants supposedly having an excellent memory,medium,hard,S08_set1_a5
439,elephant,why does the phrase elephants never forget have no metaphorical meaning  ?,because it refers literally to elephants supposedly having an excellent memory,medium,medium,S08_set1_a5
440,elephant,how many living species of asian elephants are there  ?,1,hard,hard,S08_set1_a5
441,elephant,how many living species of asian elephants are there  ?,one,hard,medium,S08_set1_a5
442,elephant,how much do elephants weight at birth  ?,120 kilograms,hard,medium,S08_set1_a5
443,elephant,how much do elephants weight at birth  ?,at birth it is common for an elephant calf to weigh 120 kilograms 265 lb,hard,medium,S08_set1_a5
444,elephant,what did aristotle say about elephants  ?,the beast which pass08_seth all others in wit and mind,hard,hard,S08_set1_a5
445,elephant,what did aristotle say about elephants  ?,aristotle once said the elephant was the beast which pass08_seth all others in wit and mind,hard,medium,S08_set1_a5
446,elephant,are elephant populations in west africa generally small and fragmented  ?,yes,easy,easy,S08_set1_a5
447,elephant,are elephant populations in west africa generally small and fragmented  ?,yes,easy,easy,S08_set1_a5
448,elephant,is the asian elephant larger than the african  ?,no,easy,easy,S08_set1_a5
449,elephant,is the asian elephant larger than the african  ?,sometimes,easy,too hard,S08_set1_a5
450,elephant,is an elephants skin tough  ?,yes,easy,easy,S08_set1_a5
451,elephant,is an elephants skin tough  ?,yes,easy,easy,S08_set1_a5
452,elephant,how do elephants communicate over long distances  ?,by producing and receiving low frequency sound,medium,medium,S08_set1_a5
453,elephant,how do elephants communicate over long distances  ?,by producing and receiving lowfrequency sound infrasound,medium,medium,S08_set1_a5
454,elephant,when do african elephants lie down  ?,when they are sick or wounded,medium,medium,S08_set1_a5
455,elephant,how long is the elephants gestation period  ?,22 months,medium,medium,S08_set1_a5
456,elephant,how long is the elephants gestation period  ?,22 months,medium,medium,S08_set1_a5
